id,hest_version_added,organ,species,st_technology,oncotree_code,disease_state,tissue,preservation_method,dataset_title,subseries,study_link,download_page_link1,download_source_prefix,license,data_publication_date,patient,patient_label,patient_label_status,donor_key_provisional,lab_provisional,lab_basis,pixel_size_um_estimated,pixel_size_um_embedded,px_pct_diff,resolution_uncertain,magnification,spots_under_tissue,nb_genes,inter_spot_dist,spot_diameter,fullres_px_width,fullres_px_height,in_benchmark,benchmark_task,duplicate_of,is_duplicate_of_other_id,nfiles_patches,nfiles_st,nfiles_cellvit_seg,nfiles_metadata,bytes_patches,bytes_st,bytes_cellvit_seg,bytes_metadata,bytes_four_components,bytes_wsis,bytes_transcripts,bytes_other_components,bytes_all_components
MISC33,v1_1_0,Bowel,Homo sapiens,Visium,COAD,Cancer,Colon,FFPE,COLON MAP: Colon Molecular Atlas Project,8899_AS_8,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,MISC,CC BY-NC-ND 4.0,December 7 2023,   ,,blank_whitespace,,unresolved: https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,study_link only,0.275852523999453,1.0,262.51254311596693,True,40x,3385,18729,100.0,55.0,31838,37517,False,,,False,1,1,2,1,524177624,53755236,70408090,1473,648342423,2235288456,0,2243897182,2892239605
MISC34,v1_1_0,Bowel,Homo sapiens,Visium,COAD,Cancer,Colon,FFPE,COLON MAP: Colon Molecular Atlas Project,8899_AS_7,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,MISC,CC BY-NC-ND 4.0,December 7 2023,   ,,blank_whitespace,,unresolved: https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,study_link only,0.275725957350255,1.0,262.67894746293285,True,40x,3731,19276,100.0,55.0,36404,32110,False,,,False,1,1,2,1,573739840,126809599,114304028,1472,814854939,2740921234,0,2753332240,3568187179
MISC35,v1_1_0,Bowel,Homo sapiens,Visium,COAD,Cancer,Colon,FFPE,COLON MAP: Colon Molecular Atlas Project,8899_AS_6,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,MISC,CC BY-NC-ND 4.0,December 7 2023,   ,,blank_whitespace,,unresolved: https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,study_link only,0.275728033808569,1.0,262.6762161929007,True,40x,3578,19061,100.0,55.0,30735,37362,False,,,False,1,1,2,1,545851272,168356817,77638310,1473,791847872,3026990898,0,3039379327,3831227199
MISC36,v1_1_0,Bowel,Homo sapiens,Visium,COAD,Cancer,Colon,FFPE,COLON MAP: Colon Molecular Atlas Project,8899_AS_5,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,MISC,CC BY-NC-ND 4.0,December 7 2023,   ,,blank_whitespace,,unresolved: https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,study_link only,0.275939727377364,1.0,262.39798071280995,True,40x,3502,19119,100.0,55.0,40790,39664,False,,,False,1,1,2,1,538262224,143614539,69211121,1472,751089356,2980607486,0,2991445004,3742534360
MISC37,v1_1_0,Bowel,Homo sapiens,Visium,COAD,Cancer,Colon,FFPE,COLON MAP: Colon Molecular Atlas Project,8899_AS_4,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,MISC,CC BY-NC-ND 4.0,December 7 2023,   ,,blank_whitespace,,unresolved: https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,study_link only,0.275608929539976,1.0,262.8329465482554,True,40x,3636,19396,100.0,55.0,29932,30740,False,,,False,1,1,2,1,550037888,132088944,22719857,1472,704848161,2001361898,0,2012590166,2717438327
MISC38,v1_1_0,Bowel,Homo sapiens,Visium,COAD,Cancer,Colon,FFPE,COLON MAP: Colon Molecular Atlas Project,8899_AS_3,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,MISC,CC BY-NC-ND 4.0,December 7 2023,   ,,blank_whitespace,,unresolved: https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,study_link only,0.275776057624794,1.0,262.61305952837495,True,40x,1727,19366,100.0,55.0,35714,30081,False,,,False,1,1,2,1,264647048,79977305,37844672,1472,382470497,1296761348,0,1301683573,1684154070
MISC39,v1_1_0,Bowel,Homo sapiens,Visium,COAD,Cancer,Colon,FFPE,COLON MAP: Colon Molecular Atlas Project,8899_AS_2,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,MISC,CC BY-NC-ND 4.0,December 7 2023,   ,,blank_whitespace,,unresolved: https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,study_link only,0.276017144760782,1.0,262.2963352029013,True,40x,4078,19234,100.0,55.0,42087,29895,False,,,False,1,1,2,1,629337672,222293308,95046799,1473,946679252,3456399946,0,3469453634,4416132886
MISC4,v1_0_0,Brain,Homo sapiens,Visium,,Healthy,dorsolateral prefrontal cortex,Fresh Frozen,spatialLIBD,151673,https://www.nature.com/articles/s41593-020-00787-0#data-availability,https://github.com/LieberInstitute/spatialLIBD#raw-data,MISC,,,   ,,blank_whitespace,,Lieber Institute for Brain Development,doi-pubmed last-author affiliation (pmid=33558695),0.726108846433299,,,True,20x,3639,33538,100.0,55.0,13332,13332,False,,,False,1,1,2,1,562111960,72120949,5030212,939,639264060,436662554,0,438089937,1077353997
MISC40,v1_1_0,Bowel,Homo sapiens,Visium,COAD,Cancer,Colon,FFPE,COLON MAP: Colon Molecular Atlas Project,8899_AS_1,https://www.cell.com/cell/fulltext/S0092-8674(21)01381-7?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867421013817%3Fshowall%3Dtrue,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,MISC,CC BY-NC-ND 4.0,December 7 2023,   ,,blank_whitespace,,unresolved: https://www.cell.com/cell/fulltext/S0092-8674(21)01381-7?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867421013817%3Fshowall%3Dtrue,study_link only,0.2760855049202,1.0,262.2066288083617,True,40x,4116,19352,100.0,55.0,38943,30896,False,,,False,1,1,2,1,635214600,201703316,76352206,1457,913271579,3302648492,0,3317310030,4230581609
MISC41,v1_1_0,Bowel,Homo sapiens,Visium,COAD,Cancer,Colon,FFPE,COLON MAP: Colon Molecular Atlas Project,8578_AS_4,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,MISC,CC BY-NC-ND 4.0,December 7 2023,   ,,blank_whitespace,,unresolved: https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,study_link only,0.276106249551129,1.0,262.1794152163228,True,40x,3708,19255,100.0,55.0,43931,35341,False,,,False,1,1,2,1,563349208,214189225,42477373,1473,820017279,4546718568,0,4562994435,5383011714
MISC42,v1_1_0,Bowel,Homo sapiens,Visium,COAD,Cancer,Colon,FFPE,COLON MAP: Colon Molecular Atlas Project,8578_AS_3,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,MISC,CC BY-NC-ND 4.0,December 7 2023,   ,,blank_whitespace,,unresolved: https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,study_link only,0.27406584100117,1.0,264.87582558518517,True,40x,659,19304,100.0,55.0,28379,29145,False,,,False,1,1,2,1,99587480,15243779,4533200,1455,119365914,1944357166,0,1951689730,2071055644
MISC43,v1_1_0,Bowel,Homo sapiens,Visium,COAD,Cancer,Colon,FFPE,COLON MAP: Colon Molecular Atlas Project,8578_AS_2,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,MISC,CC BY-NC-ND 4.0,December 7 2023,   ,,blank_whitespace,,unresolved: https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,study_link only,0.275759369242067,1.0,262.63500411555566,True,40x,1186,19121,100.0,55.0,28610,29312,False,,,False,1,1,2,1,182890544,36876257,12162278,1472,231930551,2083078460,0,2091589401,2323519952
MISC44,v1_1_0,Bowel,Homo sapiens,Visium,COAD,Cancer,Colon,FFPE,COLON MAP: Colon Molecular Atlas Project,8578_AS_1,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,MISC,CC BY-NC-ND 4.0,December 7 2023,   ,,blank_whitespace,,unresolved: https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,study_link only,0.276023985945412,1.0,262.28735577993046,True,40x,932,18518,100.0,55.0,29037,29650,False,,,False,1,1,2,1,138913720,21979626,4671371,1472,165566189,1988352162,0,1996514979,2162081168
MISC45,v1_1_0,Bowel,Homo sapiens,Visium,COAD,Cancer,Colon,FFPE,COLON MAP: Colon Molecular Atlas Project,8270_AS_12,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,MISC,CC BY-NC-ND 4.0,December 7 2023,   ,,blank_whitespace,,unresolved: https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,study_link only,0.275786568566236,1.0,262.5992394041586,True,40x,4118,19270,100.0,55.0,38651,40469,False,,,False,1,1,2,1,636142536,83510184,113251278,1473,832905471,5198305460,0,5213232464,6046137935
MISC46,v1_1_0,Bowel,Homo sapiens,Visium,COAD,Cancer,Colon,FFPE,COLON MAP: Colon Molecular Atlas Project,8270_AS_11,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,MISC,CC BY-NC-ND 4.0,December 7 2023,   ,,blank_whitespace,,unresolved: https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,study_link only,0.275720396058627,1.0,262.68626271208745,True,40x,4511,19337,100.0,55.0,37926,38293,False,,,False,1,1,2,1,698081264,116017706,159571748,1457,973672175,5025162362,0,5040123831,6013796006
